Record Type,Constituent ID,Type,Text
1E,44180404,EMAIL,fakeporteremail88360808@indigov.us
1E,44180583,HOME,14778959466
1E,44180583,EMAIL,fakeporteremail88361166@indigov.us
1E,44180681,EMAIL,fakeporteremail88361362@indigov.us
1E,44180769,HOME,16466157625
1E,44180769,WORK,14238769472
1E,44180769,CELL,11462979949
1E,44180769,EMAIL,fakeporteremail88361538@indigov.us
1E,44180846,HOME,19264887695
1E,44180846,EMAIL,fakeporteremail88361692@indigov.us
1E,44180865,HOME,15656985877
1E,44180865,EMAIL,fakeporteremail88361730@indigov.us
1E,44180977,HOME,11795918579
1E,44180977,EMAIL,fakeporteremail88361954@indigov.us
1E,44180991,HOME,12175646119
1E,44180991,EMAIL,fakeporteremail88361982@indigov.us
1E,44181054,EMAIL,fakeporteremail88362108@indigov.us
1E,44181056,EMAIL,fakeporteremail88362112@indigov.us
1E,44181241,HOME,12334327254
1E,44181241,OTHER,12567374956
1E,44181241,EMAIL,fakeporteremail88362482@indigov.us
1E,44181261,HOME,17915227979
1E,44181401,HOME,17175981962
1E,44181401,EMAIL,fakeporteremail88362802@indigov.us
1E,44181403,HOME,13842558361
1E,44181403,EMAIL,fakeporteremail88362806@indigov.us
1E,44181404,WORK,19623248649
1E,44181492,HOME,16567895292
1E,44181492,EMAIL,fakeporteremail88362984@indigov.us
1E,44181509,HOME,19395237437
1E,44181509,CELL,15999535153
1E,44181509,EMAIL,fakeporteremail88363018@indigov.us
1E,44181515,HOME,16824923252
1E,44181539,HOME,14577351623
1E,44181539,EMAIL,fakeporteremail88363078@indigov.us
1E,44181568,HOME,14544642799
1E,44181568,EMAIL,fakeporteremail88363136@indigov.us
1E,44181627,HOME,12154576237
1E,44181627,EMAIL,fakeporteremail88363254@indigov.us
1E,44181651,HOME,17276695198
1E,44181651,CELL,11938175514
1E,44181651,EMAIL,fakeporteremail88363302@indigov.us
1E,44181735,HOME,14581141944
1E,44181735,EMAIL,fakeporteremail88363470@indigov.us
1E,44181808,HOME,19477992261
1E,44181808,CELL,16655845367
1E,44181900,HOME,17698617225
1E,44181900,EMAIL,fakeporteremail88363800@indigov.us
1E,44181901,HOME,15722456633
1E,44181901,EMAIL,fakeporteremail88363802@indigov.us
1E,44181930,HOME,13586228374
1E,44181945,HOME,16346729175
1E,44181945,EMAIL,fakeporteremail88363890@indigov.us
1E,44181947,HOME,17296564717
1E,44181947,EMAIL,fakeporteremail88363894@indigov.us
1E,44181950,HOME,19784643715
1E,44181950,EMAIL,fakeporteremail88363900@indigov.us
1E,44181954,HOME,11636868838
1E,44181955,HOME,18198246778
1E,44181955,EMAIL,fakeporteremail88363910@indigov.us
1E,44181956,HOME,13426439588
1E,44181956,EMAIL,fakeporteremail88363912@indigov.us
1E,44181957,HOME,11754289418
1E,44181957,EMAIL,fakeporteremail88363914@indigov.us
1E,44181959,HOME,14928483696
1E,44181959,EMAIL,fakeporteremail88363918@indigov.us
1E,44181960,HOME,17955187518
1E,44181960,EMAIL,fakeporteremail88363920@indigov.us
1E,44181963,HOME,15593549533
1E,44181963,EMAIL,fakeporteremail88363926@indigov.us
1E,44181974,HOME,17358137226
1E,44181974,EMAIL,fakeporteremail88363948@indigov.us
1E,44181975,HOME,11444485785
1E,44181975,EMAIL,fakeporteremail88363950@indigov.us
1E,44181982,HOME,17626817521
1E,44181982,EMAIL,fakeporteremail88363964@indigov.us
1E,44181995,HOME,15273761425
1E,44181995,CELL,19834522591
1E,44181995,EMAIL,fakeporteremail88363990@indigov.us
1E,44181997,HOME,19374813526
1E,44181997,EMAIL,fakeporteremail88363994@indigov.us
1E,44182012,HOME,17824732364
1E,44182012,EMAIL,fakeporteremail88364024@indigov.us
1E,44182015,HOME,11918114894
1E,44182015,EMAIL,fakeporteremail88364030@indigov.us
1E,44182030,HOME,12579991612
1E,44182030,EMAIL,fakeporteremail88364060@indigov.us
1E,44182037,HOME,12779889785
1E,44182037,EMAIL,fakeporteremail88364074@indigov.us
1E,44182051,HOME,18374292846
1E,44182051,EMAIL,fakeporteremail88364102@indigov.us
1E,44182075,HOME,13439553844
1E,44182075,EMAIL,fakeporteremail88364150@indigov.us
1E,44182080,HOME,14572436682
1E,44182080,EMAIL,fakeporteremail88364160@indigov.us
1E,44182084,HOME,13943799188
1E,44182084,EMAIL,fakeporteremail88364168@indigov.us
1E,44182087,HOME,14637356936
1E,44182087,EMAIL,fakeporteremail88364174@indigov.us
1E,44182088,HOME,11524418173
1E,44182088,EMAIL,fakeporteremail88364176@indigov.us
1E,44182093,HOME,17718669679
1E,44182093,EMAIL,fakeporteremail88364186@indigov.us
1E,44182094,HOME,13443447242
1E,44182094,EMAIL,fakeporteremail88364188@indigov.us
1E,44182297,HOME,15572398191
1E,44182297,EMAIL,fakeporteremail88364594@indigov.us
1E,44182330,HOME,15728598494
1E,44182330,EMAIL,fakeporteremail88364660@indigov.us
1E,44182382,HOME,17888316816
1E,44182382,EMAIL,fakeporteremail88364764@indigov.us
1E,44182386,HOME,16897856969
1E,44182386,EMAIL,fakeporteremail88364772@indigov.us
1E,44182445,HOME,12649399228
1E,44182445,EMAIL,fakeporteremail88364890@indigov.us
1E,44182491,HOME,16339338689
1E,44182491,EMAIL,fakeporteremail88364982@indigov.us
1E,44182787,HOME,18277745554
1E,44182787,EMAIL,fakeporteremail88365574@indigov.us
1E,44182870,HOME,16927963189
1E,44182870,EMAIL,fakeporteremail88365740@indigov.us
1E,44182943,HOME,11335677764
1E,44182943,EMAIL,fakeporteremail88365886@indigov.us
1E,44182971,HOME,11661825932
1E,44182971,EMAIL,fakeporteremail88365942@indigov.us
1E,44182974,HOME,18641654616
1E,44182974,EMAIL,fakeporteremail88365948@indigov.us
1E,44183239,HOME,17558157729
1E,44183239,EMAIL,fakeporteremail88366478@indigov.us
1E,44183397,HOME,19323542569
1E,44183397,EMAIL,fakeporteremail88366794@indigov.us
1E,44183452,HOME,13696619263
1E,44183452,EMAIL,fakeporteremail88366904@indigov.us
1E,44183572,HOME,14483553112
1E,44183572,EMAIL,fakeporteremail88367144@indigov.us
1E,44183606,HOME,13142978749
1E,44183606,EMAIL,fakeporteremail88367212@indigov.us
1E,44183712,HOME,18387799355
1E,44183712,EMAIL,fakeporteremail88367424@indigov.us
1E,44183911,HOME,19748678581
1E,44183966,HOME,11334648645
1E,44183966,EMAIL,fakeporteremail88367932@indigov.us
1E,44184222,HOME,19837592716
1E,44184222,EMAIL,fakeporteremail88368444@indigov.us
1E,44186770,HOME,19221652734
1E,44186770,EMAIL,fakeporteremail88373540@indigov.us
1E,44187640,HOME,17253496841
1E,44187640,EMAIL,fakeporteremail88375280@indigov.us
1E,44188149,HOME,16178843165
1E,44188149,EMAIL,fakeporteremail88376298@indigov.us
1E,44188686,HOME,16565792692
1E,44188686,EMAIL,fakeporteremail88377372@indigov.us
1E,44189493,HOME,17688478844
1E,44189493,EMAIL,fakeporteremail88378986@indigov.us
1E,44194222,HOME,18415651969
1E,44194222,EMAIL,fakeporteremail88388444@indigov.us
1E,44194913,HOME,16112129963
1E,44194913,EMAIL,fakeporteremail88389826@indigov.us
1E,44196626,HOME,14913644867
1E,44196626,EMAIL,fakeporteremail88393252@indigov.us
1E,44199901,HOME,13747296641
1E,44199901,EMAIL,fakeporteremail88399802@indigov.us
1E,44207093,HOME,17759997169
1E,44207093,EMAIL,fakeporteremail88414186@indigov.us
1E,44207125,HOME,18119641182
1E,44207125,EMAIL,fakeporteremail88414250@indigov.us
1E,44211841,HOME,14843826381
1E,44211841,EMAIL,fakeporteremail88423682@indigov.us
1E,44212467,HOME,11666255319
1E,44212467,EMAIL,fakeporteremail88424934@indigov.us
1E,44223809,HOME,18615267667
1E,44223809,EMAIL,fakeporteremail88447618@indigov.us
1E,44224312,HOME,11153366577
1E,44224312,EMAIL,fakeporteremail88448624@indigov.us
1E,44224744,HOME,16851844551
1E,44224744,EMAIL,fakeporteremail88449488@indigov.us
1E,44230997,HOME,18484865581
1E,44230997,EMAIL,fakeporteremail88461994@indigov.us
1E,44232033,HOME,12635832669
1E,44232033,EMAIL,fakeporteremail88464066@indigov.us
1E,44236962,HOME,17312882385
1E,44236962,EMAIL,fakeporteremail88473924@indigov.us
1E,44237693,HOME,18226181245
1E,44237693,EMAIL,fakeporteremail88475386@indigov.us
1E,44237790,HOME,17558466284
1E,44237790,EMAIL,fakeporteremail88475580@indigov.us
1E,44237808,HOME,15732835736
1E,44237808,EMAIL,fakeporteremail88475616@indigov.us
1E,44237828,HOME,15332497613
1E,44237828,EMAIL,fakeporteremail88475656@indigov.us
1E,44237863,HOME,11352832781
1E,44237863,OTHER,17395717747
1E,44237987,HOME,19712379518
1E,44237987,EMAIL,fakeporteremail88475974@indigov.us
1E,44237998,HOME,19916382429
1E,44237998,EMAIL,fakeporteremail88475996@indigov.us
1E,44238014,HOME,19296889744
1E,44238014,EMAIL,fakeporteremail88476028@indigov.us
1E,44238021,HOME,18383116152
1E,44238021,EMAIL,fakeporteremail88476042@indigov.us
1E,44238024,HOME,17661147579
1E,44238024,EMAIL,fakeporteremail88476048@indigov.us
1E,44238026,HOME,15963595319
1E,44238026,EMAIL,fakeporteremail88476052@indigov.us
1E,44238049,HOME,18318965666
1E,44238049,EMAIL,fakeporteremail88476098@indigov.us
1E,44238053,HOME,19261489116
1E,44238053,EMAIL,fakeporteremail88476106@indigov.us
1E,44238057,HOME,12559846994
1E,44238057,EMAIL,fakeporteremail88476114@indigov.us
1E,44238059,HOME,19746541595
1E,44238076,HOME,14775832137
1E,44238076,EMAIL,fakeporteremail88476152@indigov.us
1E,44238089,HOME,13859818366
1E,44238089,EMAIL,fakeporteremail88476178@indigov.us
1E,44238099,HOME,18314175737
1E,44238099,EMAIL,fakeporteremail88476198@indigov.us
1E,44238110,HOME,14612521849
1E,44238110,EMAIL,fakeporteremail88476220@indigov.us
1E,44238157,HOME,19354917719
1E,44238157,EMAIL,fakeporteremail88476314@indigov.us
1E,44238169,HOME,16892715667
1E,44238169,EMAIL,fakeporteremail88476338@indigov.us
1E,44238193,HOME,16582535762
1E,44238193,EMAIL,fakeporteremail88476386@indigov.us
1E,44238279,HOME,19932318118
1E,44238279,EMAIL,fakeporteremail88476558@indigov.us
1E,44238322,HOME,16956435299
1E,44238322,EMAIL,fakeporteremail88476644@indigov.us
1E,44238333,HOME,19358943229
1E,44238333,EMAIL,fakeporteremail88476666@indigov.us
1E,44238374,HOME,14116693416
1E,44238374,EMAIL,fakeporteremail88476748@indigov.us
1E,44238439,HOME,17326429356
1E,44238439,EMAIL,fakeporteremail88476878@indigov.us
1E,44238461,HOME,14279999552
1E,44238461,EMAIL,fakeporteremail88476922@indigov.us
1E,44238530,HOME,13544638128
1E,44238530,OTHER,14118163485
1E,44238530,EMAIL,fakeporteremail88477060@indigov.us
1E,44238567,HOME,13628894115
1E,44238567,EMAIL,fakeporteremail88477134@indigov.us
1E,44238570,HOME,14529824357
1E,44238570,EMAIL,fakeporteremail88477140@indigov.us
1E,44238604,HOME,17381766512
1E,44238604,EMAIL,fakeporteremail88477208@indigov.us
1E,44238647,HOME,14459515995
1E,44238647,EMAIL,fakeporteremail88477294@indigov.us
1E,44238649,HOME,11239154722
1E,44238667,HOME,16828215728
1E,44238667,EMAIL,fakeporteremail88477334@indigov.us
1E,44238698,HOME,12414995158
1E,44238698,EMAIL,fakeporteremail88477396@indigov.us
1E,44238736,HOME,12761179338
1E,44238736,EMAIL,fakeporteremail88477472@indigov.us
1E,44238750,HOME,13379523543
1E,44238750,EMAIL,fakeporteremail88477500@indigov.us
1E,44238761,HOME,15476136179
1E,44238761,EMAIL,fakeporteremail88477522@indigov.us
1E,44238778,HOME,12713955859
1E,44238778,EMAIL,fakeporteremail88477556@indigov.us
1E,44238793,HOME,18181277427
1E,44238793,EMAIL,fakeporteremail88477586@indigov.us
1E,44238808,HOME,11325466221
1E,44238808,EMAIL,fakeporteremail88477616@indigov.us
1E,44238826,HOME,11168265254
1E,44238826,EMAIL,fakeporteremail88477652@indigov.us
1E,44238845,HOME,18983329342
1E,44238845,OTHER,18935775311
1E,44238845,EMAIL,fakeporteremail88477690@indigov.us
1E,44238891,HOME,15837513832
1E,44238891,EMAIL,fakeporteremail88477782@indigov.us
1E,44238924,HOME,13411262335
1E,44238924,EMAIL,fakeporteremail88477848@indigov.us
1E,44238974,HOME,15973531877
1E,44239021,HOME,15481919646
1E,44239021,EMAIL,fakeporteremail88478042@indigov.us
1E,44239056,HOME,19219117827
1E,44239056,EMAIL,fakeporteremail88478112@indigov.us
1E,44239068,HOME,13554741451
1E,44239068,EMAIL,fakeporteremail88478136@indigov.us
1E,44239098,HOME,19536829175
1E,44239098,EMAIL,fakeporteremail88478196@indigov.us
1E,44239116,HOME,16693687538
1E,44239173,HOME,19833565651
1E,44239173,EMAIL,fakeporteremail88478346@indigov.us
1E,44239217,HOME,14847421712
1E,44239217,OTHER,19116885151
1E,44239217,EMAIL,fakeporteremail88478434@indigov.us
1E,44239254,HOME,19546761528
1E,44239254,EMAIL,fakeporteremail88478508@indigov.us
1E,44239256,HOME,13635178574
1E,44239256,EMAIL,fakeporteremail88478512@indigov.us
1E,44239268,HOME,16112882597
1E,44239268,EMAIL,fakeporteremail88478536@indigov.us
1E,44239334,HOME,17384717193
1E,44239334,EMAIL,fakeporteremail88478668@indigov.us
1E,44239343,HOME,19371726497
1E,44239343,CELL,11155192628
1E,44239343,EMAIL,fakeporteremail88478686@indigov.us
1E,44239376,HOME,12981885118
1E,44239376,WORK,18148242853
1E,44239376,EMAIL,fakeporteremail88478752@indigov.us
1E,44239432,HOME,18877666825
1E,44239432,EMAIL,fakeporteremail88478864@indigov.us
1E,44239458,HOME,14727467923
1E,44239458,EMAIL,fakeporteremail88478916@indigov.us
1E,44239580,HOME,17413418992
1E,44239580,EMAIL,fakeporteremail88479160@indigov.us
1E,44239588,HOME,17726613233
1E,44239588,EMAIL,fakeporteremail88479176@indigov.us
1E,44239603,HOME,19392686571
1E,44239603,EMAIL,fakeporteremail88479206@indigov.us
1E,44239668,HOME,16238163142
1E,44239668,EMAIL,fakeporteremail88479336@indigov.us
1E,44239674,HOME,12319155647
1E,44239674,EMAIL,fakeporteremail88479348@indigov.us
1E,44239688,HOME,15121959565
1E,44239688,EMAIL,fakeporteremail88479376@indigov.us
1E,44239766,HOME,13116145973
1E,44239766,EMAIL,fakeporteremail88479532@indigov.us
1E,44239779,HOME,13757196411
1E,44239779,EMAIL,fakeporteremail88479558@indigov.us
1E,44239781,HOME,15269337757
1E,44239781,EMAIL,fakeporteremail88479562@indigov.us
1E,44239815,HOME,18499695631
1E,44239815,EMAIL,fakeporteremail88479630@indigov.us
1E,44239832,HOME,11968738342
1E,44239832,EMAIL,fakeporteremail88479664@indigov.us
1E,44239860,HOME,15797635134
1E,44239860,EMAIL,fakeporteremail88479720@indigov.us
1E,44239940,HOME,16528668826
1E,44239940,EMAIL,fakeporteremail88479880@indigov.us
1E,44239949,HOME,19876283368
1E,44239949,EMAIL,fakeporteremail88479898@indigov.us
1E,44239966,HOME,17571369248
1E,44239966,EMAIL,fakeporteremail88479932@indigov.us
1E,44240005,HOME,18573855784
1E,44240005,EMAIL,fakeporteremail88480010@indigov.us
1E,44240085,HOME,13672577789
1E,44240086,HOME,12358113286
1E,44240086,EMAIL,fakeporteremail88480172@indigov.us
1E,44240168,HOME,11157646496
1E,44240168,EMAIL,fakeporteremail88480336@indigov.us
1E,44240210,HOME,19563754266
1E,44240210,EMAIL,fakeporteremail88480420@indigov.us
1E,44240237,HOME,13868372846
1E,44240237,EMAIL,fakeporteremail88480474@indigov.us
1E,44240261,HOME,13772771519
1E,44240261,EMAIL,fakeporteremail88480522@indigov.us
1E,44240263,HOME,16924634572
1E,44240263,EMAIL,fakeporteremail88480526@indigov.us
1E,44240292,HOME,12119938669
1E,44240292,OTHER,19723352578
1E,44240292,EMAIL,fakeporteremail88480584@indigov.us
1E,44240295,HOME,15387945691
1E,44240295,EMAIL,fakeporteremail88480590@indigov.us
1E,44240306,HOME,11441798821
1E,44240306,EMAIL,fakeporteremail88480612@indigov.us
1E,44240375,HOME,16691685191
1E,44240375,EMAIL,fakeporteremail88480750@indigov.us
1E,44240391,HOME,15292381768
1E,44240391,EMAIL,fakeporteremail88480782@indigov.us
1E,44240412,HOME,16721422884
1E,44240412,EMAIL,fakeporteremail88480824@indigov.us
1E,44240430,HOME,17411815946
1E,44240430,EMAIL,fakeporteremail88480860@indigov.us
1E,44240516,HOME,19671372996
1E,44240516,EMAIL,fakeporteremail88481032@indigov.us
1E,44240598,HOME,13378159563
1E,44240598,EMAIL,fakeporteremail88481196@indigov.us
1E,44240600,HOME,11851312178
1E,44240600,EMAIL,fakeporteremail88481200@indigov.us
1E,44240689,HOME,17589681243
1E,44240689,EMAIL,fakeporteremail88481378@indigov.us
1E,44240694,HOME,13896366571
1E,44240694,EMAIL,fakeporteremail88481388@indigov.us
1E,44240712,HOME,12895775686
1E,44240712,EMAIL,fakeporteremail88481424@indigov.us
1E,44240739,HOME,18692786883
1E,44240753,HOME,13517667942
1E,44240753,EMAIL,fakeporteremail88481506@indigov.us
1E,44240801,HOME,12729858354
1E,44240801,EMAIL,fakeporteremail88481602@indigov.us
1E,44240804,HOME,17466545464
1E,44240804,EMAIL,fakeporteremail88481608@indigov.us
1E,44240874,HOME,13793726297
1E,44240874,EMAIL,fakeporteremail88481748@indigov.us
1E,44241054,HOME,16886656184
1E,44241054,EMAIL,fakeporteremail88482108@indigov.us
1E,44241292,HOME,13418771359
1E,44241292,EMAIL,fakeporteremail88482584@indigov.us
1E,44241307,HOME,16878257866
1E,44241307,EMAIL,fakeporteremail88482614@indigov.us
1E,44241312,HOME,16359745638
1E,44241312,EMAIL,fakeporteremail88482624@indigov.us
1E,44241328,HOME,19123848777
1E,44241428,HOME,12859762994
1E,44241428,EMAIL,fakeporteremail88482856@indigov.us
1E,44241444,HOME,13931712641
1E,44241444,EMAIL,fakeporteremail88482888@indigov.us
1E,44241474,HOME,19138533335
1E,44241474,EMAIL,fakeporteremail88482948@indigov.us
1E,44241495,HOME,17676456165
1E,44241517,HOME,11581998158
1E,44241517,EMAIL,fakeporteremail88483034@indigov.us
1E,44241539,HOME,14372919838
1E,44241539,EMAIL,fakeporteremail88483078@indigov.us
1E,44241548,HOME,19745574552
1E,44241548,EMAIL,fakeporteremail88483096@indigov.us
1E,44241574,HOME,19813491938
1E,44241574,EMAIL,fakeporteremail88483148@indigov.us
1E,44241594,HOME,15244492329
1E,44241594,EMAIL,fakeporteremail88483188@indigov.us
1E,44241596,HOME,19269824277
1E,44241596,EMAIL,fakeporteremail88483192@indigov.us
1E,44241603,HOME,17356984581
1E,44241603,EMAIL,fakeporteremail88483206@indigov.us
1E,44241700,HOME,19965327189
1E,44241700,EMAIL,fakeporteremail88483400@indigov.us
1E,44241709,HOME,17351468386
1E,44241709,EMAIL,fakeporteremail88483418@indigov.us
1E,44241742,HOME,13546564245
1E,44241742,EMAIL,fakeporteremail88483484@indigov.us
1E,44241786,HOME,11497249433
1E,44241786,EMAIL,fakeporteremail88483572@indigov.us
1E,44241791,HOME,12641969448
1E,44241791,EMAIL,fakeporteremail88483582@indigov.us
1E,44241832,HOME,14183448441
1E,44241874,HOME,16198391634
1E,44241874,EMAIL,fakeporteremail88483748@indigov.us
1E,44241908,HOME,18378262168
1E,44241908,EMAIL,fakeporteremail88483816@indigov.us
1E,44241926,HOME,14133469841
1E,44241926,EMAIL,fakeporteremail88483852@indigov.us
1E,44241954,HOME,11522499472
1E,44241954,EMAIL,fakeporteremail88483908@indigov.us
1E,44242024,HOME,11445451972
1E,44242042,HOME,19448469852
1E,44242042,EMAIL,fakeporteremail88484084@indigov.us
1E,44242071,HOME,18456486172
1E,44242071,EMAIL,fakeporteremail88484142@indigov.us
1E,44242084,HOME,17627361641
1E,44242084,EMAIL,fakeporteremail88484168@indigov.us
1E,44242093,HOME,15256231343
1E,44242093,EMAIL,fakeporteremail88484186@indigov.us
1E,44242105,HOME,19368336534
1E,44242105,EMAIL,fakeporteremail88484210@indigov.us
1E,44242159,HOME,16928283942
1E,44242159,EMAIL,fakeporteremail88484318@indigov.us
1E,44242206,HOME,11281438642
1E,44242206,EMAIL,fakeporteremail88484412@indigov.us
1E,44242216,HOME,15323583573
1E,44242220,HOME,18393815541
1E,44242220,EMAIL,fakeporteremail88484440@indigov.us
1E,44242235,HOME,13593528697
1E,44242252,HOME,11135382295
1E,44242252,EMAIL,fakeporteremail88484504@indigov.us
1E,44242255,HOME,13383674162
1E,44242255,EMAIL,fakeporteremail88484510@indigov.us
1E,44242429,HOME,12368293416
1E,44242429,CELL,16995582624
1E,44242429,EMAIL,fakeporteremail88484858@indigov.us
1E,44242458,HOME,18761634549
1E,44242458,EMAIL,fakeporteremail88484916@indigov.us
1E,44242473,HOME,12462264926
1E,44242473,EMAIL,fakeporteremail88484946@indigov.us
1E,44242516,HOME,13912828458
1E,44242516,EMAIL,fakeporteremail88485032@indigov.us
1E,44242618,HOME,14963851213
1E,44242618,EMAIL,fakeporteremail88485236@indigov.us
1E,44242641,HOME,18141246574
1E,44242641,EMAIL,fakeporteremail88485282@indigov.us
1E,44242644,HOME,18935856935
1E,44242644,EMAIL,fakeporteremail88485288@indigov.us
1E,44242673,HOME,15926749959
1E,44242673,EMAIL,fakeporteremail88485346@indigov.us
1E,44242684,HOME,19978663794
1E,44242684,EMAIL,fakeporteremail88485368@indigov.us
1E,44242727,HOME,12443913663
1E,44242809,HOME,11171352229
1E,44242809,EMAIL,fakeporteremail88485618@indigov.us
1E,44242868,HOME,15286711845
1E,44242868,EMAIL,fakeporteremail88485736@indigov.us
1E,44242882,HOME,17746747316
1E,44242882,EMAIL,fakeporteremail88485764@indigov.us
1E,44242951,HOME,19247521933
1E,44242951,EMAIL,fakeporteremail88485902@indigov.us
1E,44242979,HOME,15992253674
1E,44242979,EMAIL,fakeporteremail88485958@indigov.us
1E,44242994,HOME,16915563593
1E,44242994,EMAIL,fakeporteremail88485988@indigov.us
1E,44243073,HOME,11795161599
1E,44243073,EMAIL,fakeporteremail88486146@indigov.us
1E,44243098,HOME,12831698473
1E,44243098,EMAIL,fakeporteremail88486196@indigov.us
1E,44243213,HOME,11831883115
1E,44243213,EMAIL,fakeporteremail88486426@indigov.us
1E,44243227,HOME,18211742694
1E,44243227,EMAIL,fakeporteremail88486454@indigov.us
1E,44243252,HOME,13971669419
1E,44243252,EMAIL,fakeporteremail88486504@indigov.us
1E,44243364,HOME,12186915887
1E,44243364,EMAIL,fakeporteremail88486728@indigov.us
1E,44243384,HOME,13369731557
1E,44243384,EMAIL,fakeporteremail88486768@indigov.us
1E,44243519,HOME,11787628672
1E,44243519,EMAIL,fakeporteremail88487038@indigov.us
1E,44243596,HOME,14671659738
1E,44243596,EMAIL,fakeporteremail88487192@indigov.us
1E,44243613,HOME,18771813953
1E,44243613,EMAIL,fakeporteremail88487226@indigov.us
1E,44243801,HOME,17132431952
1E,44243884,HOME,18184827282
1E,44243884,EMAIL,fakeporteremail88487768@indigov.us
1E,44243938,HOME,14943259264
1E,44243938,EMAIL,fakeporteremail88487876@indigov.us
1E,44244023,HOME,15523531285
1E,44244114,HOME,11477782143
1E,44244114,EMAIL,fakeporteremail88488228@indigov.us
1E,44244150,HOME,13549291261
1E,44244150,EMAIL,fakeporteremail88488300@indigov.us
1E,44244184,HOME,17223841159
1E,44244184,EMAIL,fakeporteremail88488368@indigov.us
1E,44244209,HOME,19796339385
1E,44244209,OTHER,19863676215
1E,44244209,EMAIL,fakeporteremail88488418@indigov.us
1E,44244263,HOME,16753116487
1E,44244263,EMAIL,fakeporteremail88488526@indigov.us
1E,44244289,HOME,15247454324
1E,44244289,EMAIL,fakeporteremail88488578@indigov.us
1E,44244342,HOME,16577366539
1E,44244342,EMAIL,fakeporteremail88488684@indigov.us
1E,44244359,HOME,19965291513
1E,44244359,EMAIL,fakeporteremail88488718@indigov.us
1E,44244519,HOME,16932916145
1E,44244519,EMAIL,fakeporteremail88489038@indigov.us
1E,44244547,HOME,13117462729
1E,44244652,HOME,12643328266
1E,44244652,EMAIL,fakeporteremail88489304@indigov.us
1E,44244656,HOME,12156699579
1E,44244656,EMAIL,fakeporteremail88489312@indigov.us
1E,44244722,HOME,14514576776
1E,44244722,EMAIL,fakeporteremail88489444@indigov.us
1E,44244873,HOME,19551459274
1E,44244873,EMAIL,fakeporteremail88489746@indigov.us
1E,44244933,HOME,19771865818
1E,44244933,EMAIL,fakeporteremail88489866@indigov.us
1E,44245147,HOME,11744467495
1E,44245147,EMAIL,fakeporteremail88490294@indigov.us
1E,44245207,HOME,16359535442
1E,44245207,EMAIL,fakeporteremail88490414@indigov.us
1E,44245258,HOME,12553993165
1E,44245258,EMAIL,fakeporteremail88490516@indigov.us
1E,44245377,HOME,19173428814
1E,44245377,EMAIL,fakeporteremail88490754@indigov.us
1E,44245414,HOME,16453445914
1E,44245414,EMAIL,fakeporteremail88490828@indigov.us
1E,44245445,HOME,16583726895
1E,44245445,EMAIL,fakeporteremail88490890@indigov.us
1E,44245507,HOME,12257571987
1E,44245507,EMAIL,fakeporteremail88491014@indigov.us
1E,44245597,HOME,18242436532
1E,44245597,EMAIL,fakeporteremail88491194@indigov.us
1E,44245625,HOME,19268846287
1E,44245625,EMAIL,fakeporteremail88491250@indigov.us
1E,44245662,HOME,17651297381
1E,44245662,EMAIL,fakeporteremail88491324@indigov.us
1E,44245838,HOME,14441825533
1E,44245838,EMAIL,fakeporteremail88491676@indigov.us
1E,44246300,WORK,17723159159
1E,44246406,HOME,11369764442
1E,44246406,EMAIL,fakeporteremail88492812@indigov.us
1E,44246601,HOME,19431688117
1E,44246601,EMAIL,fakeporteremail88493202@indigov.us
1E,44246674,HOME,15596314983
1E,44246691,HOME,16423754913
1E,44246691,EMAIL,fakeporteremail88493382@indigov.us
1E,44246699,HOME,11965623541
1E,44246710,HOME,17462515534
1E,44246714,HOME,15379357982
1E,44246732,HOME,17579734815
1E,44246742,HOME,13526368218
1E,44246806,HOME,18544595359
1E,44246806,EMAIL,fakeporteremail88493612@indigov.us
1E,44246819,HOME,15418865164
1E,44246819,EMAIL,fakeporteremail88493638@indigov.us
1E,44246830,HOME,13753286572
1E,44246830,EMAIL,fakeporteremail88493660@indigov.us
1E,44246834,WORK,12456218514
1E,44246841,HOME,11942528572
1E,44246846,HOME,11225313687
1E,44246853,HOME,14169713649
1E,44246863,HOME,11351366657
1E,44246879,HOME,15951698123
1E,44246890,HOME,14122531143
1E,44246910,HOME,11317933218
1E,44246912,HOME,17783541294
1E,44246929,HOME,12467652617
1E,44246933,EMAIL,fakeporteremail88493866@indigov.us
1E,44246941,HOME,17498958167
1E,44246949,HOME,16519243622
1E,44246962,HOME,19527855717
1E,44247013,CELL,13541466463
1E,44247054,HOME,17127294687
1E,44247069,HOME,17887437398
1E,44247069,EMAIL,fakeporteremail88494138@indigov.us
1E,44247074,HOME,12796583575
1E,44247090,HOME,12464376798
1E,44247101,HOME,17255344337
1E,44247111,HOME,18777943272
1E,44247134,HOME,17323397189
1E,44247138,HOME,19338338955
1E,44247158,HOME,15194917259
1E,44247158,EMAIL,fakeporteremail88494316@indigov.us
1E,44247159,HOME,16844576542
1E,44247206,HOME,12317261949
1E,44247206,OTHER,18388888342
1E,44247206,EMAIL,fakeporteremail88494412@indigov.us
1E,44247215,HOME,13219694683
1E,44247242,HOME,14238538457
1E,44247424,HOME,15251488395
1E,44247424,OTHER,16239723338
1E,44247430,HOME,12228861348
1E,44247430,EMAIL,fakeporteremail88494860@indigov.us
1E,44247563,HOME,11629478788
1E,44247563,EMAIL,fakeporteremail88495126@indigov.us
1E,44247568,HOME,13385991484
1E,44247598,HOME,12293141611
